13166;0;610000000;Туркестанская область
13167;13166;611000000;Туркестан Г.А.
13168;13167;611010000;г.Туркестан
13169;13166;611600000;Арысь Г.А.
13170;13169;611610000;г.Арысь
13171;13169;611633000;Акдалинский с.о.
13172;13171;611633100;с.Акдала
13173;13171;611633200;с.Акын Жакып
13174;13171;611633300;с.Пакентай Арапов
13175;13171;611633400;с.Тахыркол
13176;13171;611633500;с.Тогайлы
13177;13169;611635000;с.о.Байыркумский
13178;13177;611635100;с.Байыркум
13179;13177;611635300;с.Жосалы
13180;13177;611635500;с.Кокжиде
13181;13169;611637000;Дармениский с.о.
13182;13181;611637100;с.Дермене
13183;13181;611637200;с.Саналы
13184;13181;611637300;с.Каражантак
13185;13181;611637400;с.Орманды
13186;13181;611637500;с.40-разъезд
13187;13181;611637700;с.Темиржолшы
13188;13181;611637800;с.Кызылкопир
13189;13169;611639000;с.о.Жидели
13190;13189;611639100;с.Жидели
13191;13189;611639200;с.Аккала
13192;13169;611645000;Монтайтасский с.о.
13193;13192;611645100;с.Монтайтас
13194;13192;611645200;с.Актас
13195;13192;611645300;с.Бакырша
13196;13192;611645400;с.Кабылсай
13197;13192;611645500;с.Атамекен
13198;13192;611645600;с.42-разъезд
13199;13192;611645700;с.Тогансай
13200;13192;611645800;с.Шагыр
13201;13169;611647000;с.о.Кожатогай
13202;13201;611647100;с.Кожатогай
13203;13201;611647200;с.Байтогай
13204;13201;611647300;с.Булак
13205;13201;611647400;с.Дарбаза
13206;13201;611647500;с.Сырдария
13207;13201;611647700;с.Шогирли
13208;13166;612000000;Кентау Г.А.
13209;13208;612010000;г.Кентау
13210;13208;612033000;с.а.Ачисай
13211;13210;612033100;с.Ачисай
13212;13208;612035000;с.а.Баялдыр
13213;13212;612035100;с.Баялдыр
13214;13208;612037000;с.а.Кантаги
13215;13214;612037100;с.Кантаги
13216;13208;612039000;Карнакский с.о.
13217;13216;612039100;с.Карнак
13218;13216;612039200;с.Бургем
13219;13216;612039300;с.Кушата
13220;13166;613600000;район Байдибека
13221;13220;613630000;Шаянский с.о.
13222;13221;613630100;с.Шаян
13223;13220;613633000;Агыбетский с.о.
13224;13223;613633100;с.Агыбет
13225;13223;613633200;с.Алгабас
13226;13223;613633300;с.Жанаталап
13227;13223;613633400;с.Жулдыз
13228;13220;613635000;Акбастауский с.о.
13229;13228;613635100;с.Акбастау
13230;13228;613635200;с.Жолгабас
13231;13228;613635400;с.Кенес
13232;13228;613635700;с.Туракты
13233;13220;613637000;Алгабасский с.о.
13234;13233;613637100;с.Шакпак
13235;13234;613637103;Чабанский жил.дом
13236;13233;613637200;с.Казата
13237;13236;613637203;Чабанский жил.дом
13238;13233;613637300;с.Танатар
13239;13238;613637303;Чабанский жил.дом
13240;13233;613637400;с.Усиктас
13241;13220;613639000;Алмалинский с.о.
13242;13241;613639100;с.Алмалы
13243;13242;613639180;с.Байжансай
13244;13241;613639200;с.Жарыкбас
13245;13241;613639300;с.Байдибек
13246;13220;613645000;Боралдайский с.о.
13247;13246;613645100;с.Боралдай
13248;13246;613645200;с.Амансай
13249;13246;613645300;с.Жогаргы Боралдай
13250;13249;613645303;Чабанский жил.дом
13251;13246;613645400;с.Жыланды
13252;13251;613645403;Чабанский жил.дом
13253;13246;613645500;с.Акжар
13254;13253;613645580;с.Каратас
13255;13253;613645583;Чабанский жил.дом
13256;13246;613645600;с.Сарыбулак
13257;13256;613645603;Чабанский жил.дом
13258;13246;613645700;с.О.Тайманова
13259;13258;613645703;Чабанский жил.дом
13260;13246;613645800;с.Талап
13261;13260;613645803;Чабанский жил.дом
13262;13260;613645880;с.Теректи
13263;13260;613645883;Чабанский жил.дом
13264;13246;613645900;с.Туйетас
13265;13264;613645903;Чабанский жил.дом
13266;13220;613647000;Борлысайский с.о.
13267;13266;613647100;с.Актас
13268;13266;613647300;с.Кенсай
13269;13266;613647400;с.Кошкарата
13270;13266;613647600;с.Шукыршак
13271;13220;613649000;Бугунский с.о.
13272;13271;613649100;с.Шалдар
13273;13272;613649103;Чабанский жил.дом
13274;13271;613649300;с.Екпинди
13275;13274;613649303;Чабанский жил.дом
13276;13271;613649400;с.Жиенкум
13277;13276;613649403;Чабанский жил.дом
13278;13271;613649500;с.Саркырама
13279;13278;613649503;Чабанский жил.дом
13280;13220;613653000;Жамбылский с.о.
13281;13280;613653100;с.Жамбыл
13282;13281;613653103;Чабанский жил.дом
13283;13280;613653200;с.Жузимдик
13284;13283;613653203;Чабанский жил.дом
13285;13280;613653300;с.Кызылжар
13286;13285;613653303;Чабанский жил.дом
13287;13280;613653500;с.Таскудык
13288;13287;613653503;Чабанский жил.дом
13289;13280;613653600;с.Шыбыт
13290;13289;613653603;Чабанский жил.дом
13291;13220;613655000;Коктерекский с.о.
13292;13291;613655100;с.Бирлик
13293;13292;613655103;Чабанский жил.дом
13294;13291;613655200;с. Ынтымак
13295;13294;613655203;Чабанский жил.дом
13296;13291;613655300;с.Кенестобе
13297;13296;613655303;Чабанский жил.дом
13298;13220;613659000;Мынбулакский с.о.
13299;13298;613659100;с.Мынбулак
13300;13298;613659200;с.Акбулак
13301;13300;613659203;Чабанский жил.дом
13302;13298;613659300;с.Бестогай
13303;13302;613659303;Чабанский жил.дом
13304;13298;613659400;с.Кайнарбулак
13305;13298;613659500;с.Косбулак
13306;13298;613659600;с.Мадениет
13307;13298;613659700;с.Нура
13308;13307;613659703;Чабанский жил.дом
13309;13166;613800000;Жетисайский район
13310;13309;613820100;г.Жетысай
13311;13309;613833000;Абайский с.о.
13312;13311;613833100;с.Халыктар достыгы
13313;13311;613833200;с.Жузимдик
13314;13311;613833300;с.Алтын кемер
13315;13311;613833400;с.Отан
13316;13311;613833500;с.Бейбитшилик
13317;13311;613833600;с. Атажурт
13318;13309;613839000;с.о.Жолдасбая Ералиева
13319;13318;613839100;с.Абай
13320;13318;613839200;с.Дихан
13321;13320;613839280;с.Жазыксай
13322;13318;613839300;с.Ауезова
13323;13318;613839400;с.Жагажай
13324;13318;613839500;с.Жетикубыр
13325;13324;613839580;с.Байтерек
13326;13318;613839600;с.Коктобе
13327;13326;613839680;с.Жетиказына
13328;13318;613839700;с.Муратбаево
13329;13318;613839800;с.Арай
13330;13329;613839880;с.Жанадауир
13331;13318;613839900;с.Сейфуллина
13332;13331;613839980;с.Утиртобе
13333;13309;613843000;Асыкатинская п.а.
13334;13333;613843100;п. Асыката
13335;13309;613849000;с.о.Шаблана Дильдабекова
13336;13335;613849100;с.Джамбул
13337;13335;613849200;с.Зердели
13338;13337;613849280;с.Бирлик
13339;13335;613849300;с.Достык
13340;13335;613849400;с.Жанадала
13341;13340;613849480;с.Байдала
13342;13335;613849500;с.Алпамыс
13343;13342;613849580;с.Кемер
13344;13335;613849600;с.Куришти
13345;13344;613849680;с.Кызылтан
13346;13335;613849700;с.Сырабат
13347;13335;613849800;с.Сайлау
13348;13335;613849900;с.Сулубулак
13349;13309;613853000;Жанааульский с.о.
13350;13349;613853100;с.Атаконыс
13351;13349;613853200;с.Мырзашол
13352;13349;613853300;с.Абдихалык
13353;13349;613853400;с.Карой
13354;13349;613853500;с.Жанаауыл
13355;13349;613853600;с.Ынтымак
13356;13309;613857000;Жылысуский с.о.
13357;13356;613857100;с.Аль-Фараби
13358;13356;613857200;с.Байконыс
13359;13356;613857400;с.Жылысу
13360;13356;613857500;с.Мырзашокы
13361;13356;613857600;с.Сейфуллина
13362;13356;613857700;с.Бакконыс
13363;13309;613865000;Атамекенский с.о.
13364;13363;613865100;с.Атамекен
13365;13363;613865200;с.Алимбетово
13366;13363;613865300;с.Гарышкер
13367;13363;613865400;с.Габдуллино
13368;13363;613865500;с.Жемисти
13369;13368;613865580;с.Жибекши
13370;13363;613865600;с.Баянды
13371;13370;613865680;с.Калпаксай
13372;13363;613865700;с.Когалы
13373;13372;613865780;с.Макташы
13374;13363;613865800;с.Прали
13375;13374;613865880;с.Талапты
13376;13363;613865980;с.Тындала
13377;13309;613867000;Каракайский с.о.
13378;13377;613867100;с.Каракайское
13379;13377;613867200;с.Батырхан
13380;13377;613867300;с.Енбек
13381;13377;613867400;с.Жорабек
13382;13377;613867500;с.Сатпаева
13383;13377;613867600;с.Караозек
13384;13377;613867700;с.Орыскудук
13385;13377;613867800;с.Серикбай
13386;13377;613867900;с.Кетебай
13387;13309;613871000;Кызылкумский с.о.
13388;13387;613871100;с.Датка
13389;13387;613871200;с.Актобе
13390;13389;613871280;с.Алгабас
13391;13387;613871300;с.Коскудык
13392;13391;613871380;с.Акжайлау
13393;13387;613871400;с.Кызылкум
13394;13393;613871480;с.Ақбұлақ
13395;13387;613871500;с.Карасакал
13396;13395;613871580;с.Жалпаккум
13397;13387;613871600;с.Туркебай
13398;13397;613871680;с.Кызылту
13399;13387;613871700;с.Молшылык
13400;13399;613871780;с.Макталы
13401;13387;613871800;с.Алтынкөл
13402;13401;613871880;с.Кобек
13403;13387;613871900;с.Енбекши
13404;13403;613871980;с.Костакыр
13405;13309;613879000;Макталинский с.о.
13406;13405;613879100;с.Макталы
13407;13405;613879200;с.Алтынсарина
13408;13405;613879300;с.Жайлауколь
13409;13405;613879400;с.Шолпанкудук
13410;13409;613879480;с.Темиржол
13411;13405;613879500;с.Жибек жолы
13412;13411;613879580;с.Алмалы
13413;13405;613879600;с.Дархан
13414;13405;613879700;с.Саркырама
13415;13405;613879800;с.Тын
13416;13405;613879900;с.Жетісу
13417;13309;613887000;Ынтымакский с.о.
13418;13417;613887100;с.Корикти
13419;13417;613887200;с.Агынсай
13420;13417;613887300;с.Ушкопир
13421;13417;613887500;с.Оркенды
13422;13421;613887502;с.Победа
13423;13417;613887600;с.Аден ата
13424;13417;613887700;с.Талапты
13425;13417;613887800;с.Акниет
13426;13417;613887900;с.Нураул
13427;13309;613889000;с.о. Казыбек би
13428;13427;613889100;с.Казыбек би
13429;13427;613889200;с.Алгабас
13430;13427;613889300;с.Алькен Оспанова
13431;13427;613889400;с.Джамбул
13432;13427;613889500;с.Таубай ата
13433;13427;613889600;с.Курбан-Ата
13434;13427;613889700;с.Абибола
13435;13166;613900000;Келесский район
13436;13435;613930000;Абайский с.о.
13437;13436;613930100;с.Абай
13438;13435;613937000;Актобинский с.о.
13439;13438;613937100;с.Жуантобе
13440;13438;613937200;с.Акжар
13441;13438;613937300;с.Жанадауир
13442;13441;613937380;с.Кеңдала
13443;13438;613937400;с.Ескикорган
13444;13443;613937480;с.Когерту
13445;13438;613937500;с.Каратобе
13446;13445;613937580;с.Кияжол
13447;13438;613937600;с.Лесбек батыр
13448;13447;613937680;с.Бозсу
13449;13438;613937700;с.Муратбаево
13450;13449;613937780;с.Куйган
13451;13438;613937800;с.Кокбулак
13452;13438;613937900;с.Ынтымак
13453;13435;613941000;Бозайский с.о.
13454;13453;613941100;с.Бозай
13455;13453;613941200;с.Тартогай
13456;13453;613941300;с.Тентексай
13457;13453;613941400;с.Шолантобе
13458;13435;613943000;Бирлесуский с.о.
13459;13458;613943100;с.28 гвардейцев
13460;13458;613943200;с.Казахстан
13461;13458;613943300;с.Дихан
13462;13458;613943400;с.Берекели
13463;13435;613945000;Бирликский с.о.
13464;13463;613945100;с.Бирлик
13465;13463;613945200;с.Жанатиршилик
13466;13463;613945300;с.Ащысай
13467;13463;613945400;с.Курыозек
13468;13463;613945500;с.Мадениет
13469;13463;613945600;с. Косоткел
13470;13463;613945700;с.Ушагаш
13471;13435;613947000;Биртилекский с.о.
13472;13471;613947100;с.Шырылдак
13473;13471;613947200;с.Аккурган
13474;13473;613947280;с.Амангельды
13475;13471;613947300;с.Көлтоған
13476;13475;613947380;с.Жабайытобе
